"Intra-abdominal lymph nodes.,",Abdominal lymph nodes,,,,,,,,,,,,,,
"Intra-abdominal organ,",small intestine,large intestine,,,,,,,,,,,,,
"Intra-abdominal organs,",small intestine,large intestine,,,,,,,,,,,,,
"Intra-abdominal structures.,",small intestine,large intestine,,,,,,,,,,,,,
"Intrapelvic lymph nodes,",Intrapelvic lymph nodes,,,,,,,,,,,,,,
"Intrathoracic Organs.,",Intrathoracic Organs,,,,,,,,,,,,,,
"Intrathoracic lymph nodes,",lymph nodes of Intrathoracic ,,,,,,,,,,,,,,
"Intrathoracic lymph nodes.,",lymph nodes of Intrathoracic ,,,,,,,,,,,,,,
"Intrathoracic organ,",Intrathoracic Organs,,,,,,,,,,,,,,
"Intrathoracic organs,",Intrathoracic Organs,,,,,,,,,,,,,,
"Intrathoracic organs.,",Intrathoracic Organs,,,,,,,,,,,,,,
"Iris,",Iris,,,,,,,,,,,,,,
"Iris, ciliary body, anterior chamber,",Iris,Ciliary body,anterior chamber,,,,,,,,,,,,
"Ischium,",Ischium,,,,,,,,,,,,,,
"Ischium.,",Ischium,,,,,,,,,,,,,,
"Jaw,",Jaw,,,,,,,,,,,,,,
"Jaw.,",Jaw,,,,,,,,,,,,,,
"Jaws,",Jaw,,,,,,,,,,,,,,
"Jejunum,",Jejunum,,,,,,,,,,,,,,
"Joint,",Joint,,,,,,,,,,,,,,
"Joints,",Joints,,,,,,,,,,,,,,
"Joints (Hip, Knee, Shoulder),",Hips,Knee,Shoulder,,,,,,,,,,,,
"Joints (Knee, Hip, Shoulder),",Knee,Hips,Shoulder,,,,,,,,,,,,
"Joints (Knees),",Knee,,,,,,,,,,,,,,
"Joints (Rheumatoid arthritis),",Rheumatoid arthritis,,,,,,,,,,,,,,
"Joints (e.g., knees, hips, shoulders),",Knee,hips,Shoulder,,,,,,,,,,,,
"Joints (hips, shoulders),",hips,Shoulder,,,,,,,,,,,,,
"Joints (knees, hips, ankles),",Knee,hips,Ankle,,,,,,,,,,,,
"Joints (knees, hips, shoulders),",Knee,hips,Shoulder,,,,,,,,,,,,
"Joints (multiple sites),",Joints (multiple sites),,,,,,,,,,,,,,
"Joints (specific type not provided),",Joints (specific type not provided),,,,,,,,,,,,,,
"Joints (specific type varies),",Joints (specific type varies),,,,,,,,,,,,,,
"Joints (wrists),",Wrist,,,,,,,,,,,,,,
"Joints: Knees, Ankles, Feet,",Knee,Ankle,Foot,,,,,,,,,,,,
"Kidney,",kidneys,,,,,,,,,,,,,,
"Kidney and Renal Pelvis,",kidneys,Pelvis,,,,,,,,,,,,,
"Kidney and Ureter,",kidneys,Ureters,,,,,,,,,,,,,
"Kidney and ureter,",kidneys,ureters,,,,,,,,,,,,,
"Kidneys,",kidneys,,,,,,,,,,,,,,
"Kidneys and urinary tract,",kidneys,,,,,,,,,,,,,,
"Knee,",Knee,,,,,,,,,,,,,,
"Knee and Lower Leg,",Legs,,,,,,,,,,,,,,
"Knee and Lower Leg.,",Legs,,,,,,,,,,,,,,
"Knee and lower leg,",Legs,,,,,,,,,,,,,,
"Knee and lower leg.,",Legs,,,,,,,,,,,,,,
"Knee.,",Knee,,,,,,,,,,,,,,
"Knees,",Knee,,,,,,,,,,,,,,
"L4 level of lumbar spinal cord,",spinal cord,,,,,,,,,,,,,,
"Labium majus,",Labium majus,,,,,,,,,,,,,,
"Labium minus,",Labium majus,,,,,,,,,,,,,,
"Lacrimal Gland,",Lacrimal Gland,,,,,,,,,,,,,,
"Lacrimal Glands,",Lacrimal Gland,,,,,,,,,,,,,,
"Lacrimal Passage,",Lacrimal Passage,,,,,,,,,,,,,,
"Lacrimal Passages,",Lacrimal Passage,,,,,,,,,,,,,,
"Lacrimal Punctum,",Lacrimal Punctum,,,,,,,,,,,,,,
"Lacrimal Sac,",Lacrimal Sac,,,,,,,,,,,,,,
"Lacrimal gland,",Lacrimal Gland,,,,,,,,,,,,,,
"Lacrimal glands,",Lacrimal Gland,,,,,,,,,,,,,,
"Lacrimal passage,",Lacrimal Passage,,,,,,,,,,,,,,
"Lacrimal passages,",Lacrimal Passage,,,,,,,,,,,,,,
"Lacrimal punctum,",Lacrimal Punctum,,,,,,,,,,,,,,
"Lacrimal sac,",Lacrimal sac,,,,,,,,,,,,,,
"Large Intestine,",Large Intestine,,,,,,,,,,,,,,
"Large intestine,",Large intestine,,,,,,,,,,,,,,
"Large intestine and rectum,",Large intestine,rectum,,,,,,,,,,,,,
"Larynx,",Larynx,,,,,,,,,,,,,,
"Larynx and Trachea,",Larynx,Trachea,,,,,,,,,,,,,
"Larynx and trachea,",Larynx,Trachea,,,,,,,,,,,,,
"Larynx, Trachea, Lung,",Larynx,Trachea,lungs,,,,,,,,,,,,
"Larynx, Trachea, and Lung,",Larynx,Trachea,lungs,,,,,,,,,,,,
"Larynx, trachea, and bronchus,",Larynx,Trachea,Bronchioles,,,,,,,,,,,,
"Larynx, trachea, lung,",Larynx,Trachea,lungs,,,,,,,,,,,,
"Larynx.,",Larynx,,,,,,,,,,,,,,
"Lateral epicondyle of humerus,",Humerus,,,,,,,,,,,,,,
"Lateral epicondyle of the humerus,",Humerus,,,,,,,,,,,,,,
"Lateral epicondyle of unspecified humerus,",Humerus,,,,,,,,,,,,,,
"Lateral malleolus of unspecified fibula,",fibula,,,,,,,,,,,,,,
"Law enforcement official injured - Spine (vertebrae),",Spinal Cord,,,,,,,,,,,,,,
"Left Acetabulum,",Left Acetabulum,,,,,,,,,,,,,,
"Left Achilles tendon,",Achilles tendon,,,,,,,,,,,,,,
"Left Acoustic Nerve,",Acoustic Nerve,,,,,,,,,,,,,,
"Left Ankle,",Ankle,,,,,,,,,,,,,,
"Left Ankle and Foot,",Ankle,Foot,,,,,,,,,,,,,
"Left Arm,",Arms,,,,,,,,,,,,,,
"Left Axilla,",Axilla,,,,,,,,,,,,,,
"Left Axillary Vein,",Axilla,,,,,,,,,,,,,,
"Left Breast,",Breasts,,,,,,,,,,,,,,
"Left Bronchus and Lung,",Lungs,Bronchioles,,,,,,,,,,,,,
"Left Calcaneus,",Calcaneus,,,,,,,,,,,,,,
"Left Calf,",Calf,,,,,,,,,,,,,,
"Left Carotid Artery,",heart,,,,,,,,,,,,,,
"Left Carpus,",Carpus,,,,,,,,,,,,,,
"Left Cerebrum,",Cerebrum,,,,,,,,,,,,,,
"Left Cheek and Temporomandibular Area,",Mandibular,,,,,,,,,,,,,,
"Left Cornea,",Cornea,,,,,,,,,,,,,,
"Left Ear,",Ear,,,,,,,,,,,,,,
"Left Ear Drum,",Ear,,,,,,,,,,,,,,
"Left Ear and External Auricular Canal,",Ear,,,,,,,,,,,,,,
"Left Ear.,",Ear,,,,,,,,,,,,,,
"Left Elbow,",Elbow,,,,,,,,,,,,,,
"Left External Ear,",Ear,,,,,,,,,,,,,,
"Left External Ear Canal,",Ear,,,,,,,,,,,,,,
"Left Eye,",eye,,,,,,,,,,,,,,
"Left Eye and Orbit,",eye,Orbit,,,,,,,,,,,,,
"Left Eye.,",eye,,,,,,,,,,,,,,
"Left Eyeball,",eye,,,,,,,,,,,,,,
"Left Eyelid,",eye,,,,,,,,,,,,,,
"Left Eyelid and Periocular Area,",eye,,,,,,,,,,,,,,
"Left Female Breast,",Breasts,,,,,,,,,,,,,,
"Left Femoral Vein,",Femoral,,,,,,,,,,,,,,
"Left Femur,",Femur,,,,,,,,,,,,,,
"Left Fibula,",fibula,,,,,,,,,,,,,,
"Left Fibula.,",fibula,,,,,,,,,,,,,,
"Left Finger,",Finger,,,,,,,,,,,,,,
"Left Finger(s),",Finger,,,,,,,,,,,,,,
"Left Fingers,",Finger,,,,,,,,,,,,,,
"Left Foot,",Foot,,,,,,,,,,,,,,
"Left Forearm,",Left Forearm,,,,,,,,,,,,,,
"Left Great Toe,",Great Toe,,,,,,,,,,,,,,
"Left Hand,",hand,,,,,,,,,,,,,,
"Left Hand and Finger,",hand,Finger,,,,,,,,,,,,,
"Left Hip,",hips,,,,,,,,,,,,,,
"Left Hip Joint,",hips,,,,,,,,,,,,,,
"Left Hip and Thigh,",hips,,,,,,,,,,,,,,
"Left Humerus,",Humerus,,,,,,,,,,,,,,
"Left Humerus.,",Humerus,,,,,,,,,,,,,,
"Left Iliac Vein,",Iliac artery,,,,,,,,,,,,,,
"Left Index Finger,",Finger,,,,,,,,,,,,,,
"Left Internal Jugular Vein,",Internal Jugular Vein,,,,,,,,,,,,,,
"Left Ischium,",Ischium,,,,,,,,,,,,,,
"Left Kidney,",kidneys,,,,,,,,,,,,,,
"Left Kidney and Renal Pelvis,",kidneys,Pelvis,,,,,,,,,,,,,
"Left Knee,",Knee,,,,,,,,,,,,,,
"Left Leg,",Legs,,,,,,,,,,,,,,
"Left Lesser Toe,",toe,,,,,,,,,,,,,,
"Left Lesser Toe(s),",toe,,,,,,,,,,,,,,
"Left Limb,",limb,,,,,,,,,,,,,,
"Left Little Finger,",Finger,,,,,,,,,,,,,,
"Left Lower Extremity,",Lower Extremity,,,,,,,,,,,,,,
"Left Lower Leg,",Legs,,,,,,,,,,,,,,
"Left Lower Limb,",limb,,,,,,,,,,,,,,
"Left Lung,",Lungs,,,,,,,,,,,,,,
"Left Male Breast,",Male Breast,,,,,,,,,,,,,,
"Left Male Breast.,",Male Breast,,,,,,,,,,,,,,
"Left Metatarsal,",Metatarsal,,,,,,,,,,,,,,
"Left Middle Ear,",Ear,,,,,,,,,,,,,,
"Left Middle Finger,",Finger,,,,,,,,,,,,,,
"Left Midfoot,",Foot,,,,,,,,,,,,,,
"Left Orbit,",Orbit,,,,,,,,,,,,,,
"Left Ovary,",ovaries,,,,,,,,,,,,,,
"Left Palm,",Palm,,,,,,,,,,,,,,
"Left Patella,",Patella,,,,,,,,,,,,,,
"Left Popliteal Vein,",Popliteal Vein,,,,,,,,,,,,,,
"Left Quadriceps Muscle,",Quadriceps Muscle,,,,,,,,,,,,,,
"Left Radius,",radius,,,,,,,,,,,,,,
"Left Radius and Ulna,",ulna,radius,,,,,,,,,,,,,
"Left Renal Artery,",Renal Artery,,,,,,,,,,,,,,
"Left Retina,",Retina,,,,,,,,,,,,,,
"Left Ring Finger,",Finger,,,,,,,,,,,,,,
"Left Scapula,",Scapula,,,,,,,,,,,,,,
"Left Scapular Region,",Scapula,,,,,,,,,,,,,,
"Left Shoulder,",Shoulder,,,,,,,,,,,,,,
"Left Sternoclavicular Joint,",Sternoclavicular joint,,,,,,,,,,,,,,
"Left Subclavian Vein,",Subclavian Vein,,,,,,,,,,,,,,
"Left Talus,",Talus,,,,,,,,,,,,,,
"Left Testis,",Testes,,,,,,,,,,,,,,
"Left Thigh,",Thigh,,,,,,,,,,,,,,
"Left Thumb,",Thumb,,,,,,,,,,,,,,
"Left Tibia,",tibia,,,,,,,,,,,,,,
"Left Tibia and Fibula,",tibia,Fibula,,,,,,,,,,,,,
"Left Tibial Vein,",tibia,,,,,,,,,,,,,,
"Left Tibial vein,",tibia,,,,,,,,,,,,,,
"Left Toe,",toe,,,,,,,,,,,,,,
"Left Toe(s),",toe,,,,,,,,,,,,,,
"Left Toe(s) (Nail),",toe,,,,,,,,,,,,,,
"Left Ulna,",ulna,,,,,,,,,,,,,,
"Left Ulna.,",ulna,,,,,,,,,,,,,,
"Left Upper Arm,",Arms,,,,,,,,,,,,,,
"Left Upper Extremity,",Upper Extremity,,,,,,,,,,,,,,
"Left Upper Eyelid,",eye,,,,,,,,,,,,,,
"Left Upper Limb,",Upper Limb,,,,,,,,,,,,,,
"Left Ureter,",Ureter,,,,,,,,,,,,,,
"Left Wrist,",Wrist,,,,,,,,,,,,,,
"Left Wrist and Hand,",Hand,,,,,,,,,,,,,,
"Left acetabulum,",Acetabulum,,,,,,,,,,,,,,
"Left adrenal gland,",adrenal gland,,,,,,,,,,,,,,
"Left ankle,",Ankle,,,,,,,,,,,,,,
"Left ankle and foot,",Ankle,Foot,,,,,,,,,,,,,
"Left ankle and foot.,",Ankle,Foot,,,,,,,,,,,,,
"Left arm,",Arms,,,,,,,,,,,,,,
"Left arm and leg.,",Legs,,,,,,,,,,,,,,
"Left axilla,",Axilla,,,,,,,,,,,,,,
"Left axillary vein,",Axilla,,,,,,,,,,,,,,
"Left breast,",Breasts,,,,,,,,,,,,,,
"Left bronchus and lung,",lungs,Bronchi,,,,,,,,,,,,,
"Left bronchus or lung,",lungs,Bronchi,,,,,,,,,,,,,
"Left buttock,",Buttock,,,,,,,,,,,,,,
"Left calcaneus,",Calcaneus,,,,,,,,,,,,,,
"Left calf,",Calf,,,,,,,,,,,,,,
"Left carotid artery,",heart,,,,,,,,,,,,,,
"Left cerebrum,",Cerebrum,,,,,,,,,,,,,,
"Left choroid,",Choroid,,,,,,,,,,,,,,
"Left ciliary body,",Ciliary body,,,,,,,,,,,,,,
"Left conjunctiva,",Conjunctiva,,,,,,,,,,,,,,
"Left distal femur,",femur,,,,,,,,,,,,,,
"Left distal humerus,",Humerus,,,,,,,,,,,,,,
"Left distal lower extremity,",Lower Extremity,,,,,,,,,,,,,,
"Left distal radius,",distal radius,,,,,,,,,,,,,,
"Left distal tibia,",tibia,,,,,,,,,,,,,,
"Left dominant side,",Left dominant side,,,,,,,,,,,,,,
"Left ear,",Ear,,,,,,,,,,,,,,
"Left ear and external auricular canal,",Ear,,,,,,,,,,,,,,
"Left ear and external auricular canal.,",Ear,,,,,,,,,,,,,,
"Left ear drum,",Ear,,,,,,,,,,,,,,
"Left ear drum.,",Ear,,,,,,,,,,,,,,
"Left ear ossicles,",Ear,,,,,,,,,,,,,,
"Left ear.,",Ear,,,,,,,,,,,,,,
"Left elbow,",Elbow,,,,,,,,,,,,,,
"Left elbow.,",Elbow,,,,,,,,,,,,,,
"Left external ear,",Ear,,,,,,,,,,,,,,
"Left external ear canal,",Ear,,,,,,,,,,,,,,
"Left eye,",eye,,,,,,,,,,,,,,
"Left eye and adnexa,",eye,adnexa,,,,,,,,,,,,,
"Left eye and orbit,",eye,Orbit,,,,,,,,,,,,,
"Left eye, unspecified eyelid,",eye,,,,,,,,,,,,,,
"Left eye, unspecified eyelid.,",eye,,,,,,,,,,,,,,
"Left eye.,",eye,,,,,,,,,,,,,,
"Left eyeball,",eye,,,,,,,,,,,,,,
"Left eyelid,",eye,,,,,,,,,,,,,,
"Left eyelid and periocular area,",eye,,,,,,,,,,,,,,
"Left eyelid and periocular area.,",eye,,,,,,,,,,,,,,
"Left female breast,",Breasts,,,,,,,,,,,,,,
"Left femoral vein,",Femoral,,,,,,,,,,,,,,
"Left femur,",femur,,,,,,,,,,,,,,
"Left femur.,",femur,,,,,,,,,,,,,,
"Left fibula,",fibula,,,,,,,,,,,,,,
"Left fibula.,",fibula,,,,,,,,,,,,,,
"Left finger,",Finger,,,,,,,,,,,,,,
"Left finger(s),",Finger,,,,,,,,,,,,,,
"Left fingers,",Finger,,,,,,,,,,,,,,
"Left fingers (nail),",Finger,,,,,,,,,,,,,,
"Left foot,",Foot,,,,,,,,,,,,,,
"Left foot and toe(s),",Foot,toe,,,,,,,,,,,,,
"Left foot.,",Foot,,,,,,,,,,,,,,
"Left forearm,",Left forearm,,,,,,,,,,,,,,
"Left great toe,",Great Toe,,,,,,,,,,,,,,
"Left great toe.,",Great Toe,,,,,,,,,,,,,,
"Left hand,",hand,,,,,,,,,,,,,,
"Left hand and wrist,",hand,Wrist,,,,,,,,,,,,,
"Left hand.,",hand,,,,,,,,,,,,,,
"Left heel and midfoot,",Foot,,,,,,,,,,,,,,
"Left hip,",hips,,,,,,,,,,,,,,
"Left hip and thigh,",hips,Thigh,,,,,,,,,,,,,
"Left hip joint,",hips ,,,,,,,,,,,,,,
"Left hip.,",hips,,,,,,,,,,,,,,
"Left humerus,",Humerus,,,,,,,,,,,,,,
"Left iliac vein,",Iliac artery,,,,,,,,,,,,,,
"Left ilium,",ilium,,,,,,,,,,,,,,
"Left index finger,",Finger,,,,,,,,,,,,,,
"Left index finger.,",Finger,,,,,,,,,,,,,,
"Left innominate or subclavian artery,",innominate artery,subclavian artery,,,,,,,,,,,,,
"Left innominate or subclavian vein,",Subclavian Vein,,,,,,,,,,,,,,
"Left ischium,",Ischium,,,,,,,,,,,,,,
"Left kidney,",kidneys,,,,,,,,,,,,,,
"Left knee,",Knee,,,,,,,,,,,,,,
"Left knee and lower leg,",Legs,,,,,,,,,,,,,,
"Left knee.,",Knee,,,,,,,,,,,,,,
"Left lacrimal gland,",Lacrimal Gland,,,,,,,,,,,,,,
"Left lacrimal gland and duct,",Lacrimal Gland,,,,,,,,,,,,,,
"Left lacrimal gland and duct.,",Lacrimal Gland,,,,,,,,,,,,,,
"Left lacrimal passage,",Lacrimal Passage,,,,,,,,,,,,,,
"Left leg,",Legs,,,,,,,,,,,,,,
"Left leg above knee,",Legs,,,,,,,,,,,,,,
"Left lesser toe,",toe,,,,,,,,,,,,,,
"Left lesser toe(s),",toe,,,,,,,,,,,,,,
"Left lesser toes,",toe,,,,,,,,,,,,,,
"Left lesser toes.,",toe,,,,,,,,,,,,,,
"Left limb,",limb,,,,,,,,,,,,,,
"Left little finger,",Finger,,,,,,,,,,,,,,
"Left little finger.,",Finger,,,,,,,,,,,,,,
"Left lower back,",back,,,,,,,,,,,,,,
"Left lower extremities,",Extremities,,,,,,,,,,,,,,
"Left lower extremity,",Extremities,,,,,,,,,,,,,,
"Left lower eyelid,",eye,,,,,,,,,,,,,,
"Left lower eyelid and periocular area.,",eye,,,,,,,,,,,,,,
"Left lower eyelid.,",eye,,,,,,,,,,,,,,
"Left lower leg,",Legs,,,,,,,,,,,,,,
"Left lower leg.,",Legs,,,,,,,,,,,,,,
"Left lower limb,",lower limb,,,,,,,,,,,,,,
"Left lung,",lungs,,,,,,,,,,,,,,
"Left main bronchus,",Bronchioles,,,,,,,,,,,,,,
"Left male breast,",Breasts,,,,,,,,,,,,,,
"Left male breast.,",Breasts,,,,,,,,,,,,,,
"Left metatarsal,",Metatarsal,,,,,,,,,,,,,,
"Left middle ear,",Ear,,,,,,,,,,,,,,
"Left middle ear and mastoid,",Ear,,,,,,,,,,,,,,
"Left middle finger,",Finger,,,,,,,,,,,,,,
"Left middle finger.,",Finger,,,,,,,,,,,,,,
"Left midfoot,",Foot,,,,,,,,,,,,,,
"Left optic nerve,",optic nerve,,,,,,,,,,,,,,
"Left orbit,",Orbit,,,,,,,,,,,,,,
"Left ovary,",ovaries,,,,,,,,,,,,,,
"Left ovary and fallopian tube,",ovaries, fallopian tube,,,,,,,,,,,,,
"Left palm,",Palm,,,,,,,,,,,,,,
"Left patella,",patella,,,,,,,,,,,,,,
"Left patella.,",patella,,,,,,,,,,,,,,
"Left popliteal vein,",Popliteal Vein,,,,,,,,,,,,,,
"Left proximal femur,",femur,,,,,,,,,,,,,,
"Left proximal humerus.,",Humerus,,,,,,,,,,,,,,
"Left proximal lower extremity,",Lower Extremity,,,,,,,,,,,,,,
"Left proximal tibia,",tibia,,,,,,,,,,,,,,
"Left pulmonary blood vessels,",blood vessels,,,,,,,,,,,,,,
"Left pulmonary blood vessels.,",blood vessels,,,,,,,,,,,,,,
"Left quadriceps muscle,",Quadriceps Muscle,,,,,,,,,,,,,,
"Left radius,",radius,,,,,,,,,,,,,,
"Left radius and ulna,",ulna,radius,,,,,,,,,,,,,
"Left radius.,",radius,,,,,,,,,,,,,,
"Left renal artery,",Renal Artery,,,,,,,,,,,,,,
"Left renal pelvis,",pelvis,,,,,,,,,,,,,,
"Left renal vein,",Renal Artery,,,,,,,,,,,,,,
"Left ring finger,",Finger,,,,,,,,,,,,,,
"Left scapula,",Scapula,,,,,,,,,,,,,,
"Left shoulder,",Shoulder,,,,,,,,,,,,,,
"Left shoulder and upper arm,",Shoulder,,,,,,,,,,,,,,
"Left shoulder and upper limb,",upper limb,,,,,,,,,,,,,,
"Left shoulder joint,",Shoulder,,,,,,,,,,,,,,
"Left shoulder.,",Shoulder,,,,,,,,,,,,,,
"Left side,",Left side,,,,,,,,,,,,,,
"Left side of the body,",Left side of the body,,,,,,,,,,,,,,
"Left side of the body.,",Left side of the body,,,,,,,,,,,,,,
"Left side of the face,",Face,,,,,,,,,,,,,,
"Left spermatic cord,",spermatic cord,,,,,,,,,,,,,,
"Left sternoclavicular joint,",Sternoclavicular joint,,,,,,,,,,,,,,
"Left talus,",Talus,,,,,,,,,,,,,,
"Left temporomandibular joint,",Mandibular,,,,,,,,,,,,,,
"Left testis,",testes,,,,,,,,,,,,,,
"Left thigh,",Thigh,,,,,,,,,,,,,,
"Left thigh and lower leg,",Legs,,,,,,,,,,,,,,
"Left thigh.,",Thigh,,,,,,,,,,,,,,
"Left thumb,",Thumb,,,,,,,,,,,,,,
"Left tibia,",tibia,,,,,,,,,,,,,,
"Left tibia and fibula,",tibia,fabula,,,,,,,,,,,,,
"Left toe(s),",toe,,,,,,,,,,,,,,
"Left toe(s) (nail),",toe,,,,,,,,,,,,,,
"Left toes,",toe,,,,,,,,,,,,,,
"Left ulna,",ulna,,,,,,,,,,,,,,
"Left ulna and radius,",ulna,radius,,,,,,,,,,,,,
"Left ulna.,",ulna,,,,,,,,,,,,,,
"Left upper arm,",Arms,,,,,,,,,,,,,,
"Left upper arm and forearm,",Forearm,,,,,,,,,,,,,,
"Left upper arm.,",Arms,,,,,,,,,,,,,,
"Left upper back,",back,,,,,,,,,,,,,,
"Left upper extremity,",upper extremity,,,,,,,,,,,,,,
"Left upper eyelid,",eye,,,,,,,,,,,,,,
"Left upper eyelid and periocular area,",eye,,,,,,,,,,,,,,
"Left upper eyelid and periocular area.,",eye,,,,,,,,,,,,,,
"Left upper eyelid.,",eye,,,,,,,,,,,,,,
"Left upper limb,",upper limb,,,,,,,,,,,,,,
"Left upper limb above elbow,",upper limb,,,,,,,,,,,,,,
"Left upper limb below elbow,",upper limb,,,,,,,,,,,,,,
"Left upper limb, including shoulder.,",upper limb,Shoulder,,,,,,,,,,,,,
"Left ureter,",ureters,,,,,,,,,,,,,,
"Left vertebral artery,",vertebral artery,,,,,,,,,,,,,,
"Left visual pathways,",Left visual pathways,,,,,,,,,,,,,,
"Left wrist,",Wrist,,,,,,,,,,,,,,
"Left wrist and hand,",Wrist,hand,,,,,,,,,,,,,
"Left wrist and hand.,",Wrist,hand,,,,,,,,,,,,,
"Left wrist, hand and finger(s),",Wrist,hand,Finger,,,,,,,,,,,,
"Left wrist, hand, and finger(s),",Wrist,hand,Finger,,,,,,,,,,,,
"Left wrist, hand, and fingers,",Wrist,hand,Finger,,,,,,,,,,,,
"Left wrist.,",Wrist,,,,,,,,,,,,,,
"Leg,",Legs,,,,,,,,,,,,,,
"Leg muscles,",Legs,,,,,,,,,,,,,,
"Legs,",Legs,,,,,,,,,,,,,,
"Lens,",Lens,,,,,,,,,,,,,,
"Leukocytes,",Leukocytes,,,,,,,,,,,,,,
"Limb,",Limb,,,,,,,,,,,,,,
"Limbs,",Limb,,,,,,,,,,,,,,
"Lip,",Lips,,,,,,,,,,,,,,
"Lip, oral cavity, and pharynx,",Lips,oral cavity,Pharynx,,,,,,,,,,,,
"Lips,",Lips,,,,,,,,,,,,,,
"Little finger,",Finger,,,,,,,,,,,,,,
"Little toe,",toe,,,,,,,,,,,,,,
"Liver,",Liver,,,,,,,,,,,,,,
"Liver and Kidneys,",Liver,kidneys,,,,,,,,,,,,,
"Liver and Spleen,",Liver,Spleen,,,,,,,,,,,,,
"Liver and biliary tract,",Liver,biliary tract,,,,,,,,,,,,,
"Liver and other viscera,",Liver ,viscera,,,,,,,,,,,,,
"Localized swelling, mass, and lump, unspecified: Body part.,","Localized swelling, mass, and lump, unspecified: Body part,",,,,,,,,,,,,,,
"Long bones,",long bone,,,,,,,,,,,,,,
"Long bones of left lower limb,",lower limb,,,,,,,,,,,,,,
"Long bones of right lower limb,",lower limb,,,,,,,,,,,,,,
"Long bones of unspecified lower limb,",lower limb,,,,,,,,,,,,,,
"Long extensor muscle of toe at ankle and foot level,",Foot,,,,,,,,,,,,,,
"Long extensor muscle of toe at ankle and foot level, left foot,",Foot,,,,,,,,,,,,,,
"Long extensor muscle of toe at ankle and foot level, left foot.,",Foot,,,,,,,,,,,,,,
"Long flexor muscle of toe at ankle and foot level, left foot.,",Foot,,,,,,,,,,,,,,
"Long flexor muscle of toe at ankle and foot level, right foot.,",Foot,,,,,,,,,,,,,,
"Long head of biceps,",Arms,,,,,,,,,,,,,,
"Long head of biceps, right arm,",Arms,,,,,,,,,,,,,,
"Lower Extremities,",Extremities,,,,,,,,,,,,,,
"Lower Extremity,",Extremities,,,,,,,,,,,,,,
"Lower Genitourinary Tract,",kidneys,ureters,uniray bladder,urethra,,,,,,,,,,,
"Lower Leg,",Legs,,,,,,,,,,,,,,
"Lower Limb,",Lower Limb,,,,,,,,,,,,,,
"Lower back,",back,,,,,,,,,,,,,,
"Lower back and pelvis,",back,pelvis,,,,,,,,,,,,,
"Lower back and pelvis.,",back,pelvis,,,,,,,,,,,,,
"Lower back, pelvis,",back,pelvis,,,,,,,,,,,,,
"Lower back.,",back,,,,,,,,,,,,,,
"Lower end of Tibia,",tibia,,,,,,,,,,,,,,
"Lower end of femur,",femur,,,,,,,,,,,,,,
"Lower end of fibula,",fibula,,,,,,,,,,,,,,
"Lower end of humerus,",Humerus,,,,,,,,,,,,,,
"Lower end of left femur,",femur,,,,,,,,,,,,,,
"Lower end of left fibula,",fibula,,,,,,,,,,,,,,
"Lower end of left humerus,",Humerus,,,,,,,,,,,,,,
"Lower end of left tibia,",tibia,,,,,,,,,,,,,,
"Lower end of left ulna,",ulna,,,,,,,,,,,,,,
"Lower end of radius,",radius,,,,,,,,,,,,,,
"Lower end of radius.,",radius,,,,,,,,,,,,,,
"Lower end of right femur,",femur,,,,,,,,,,,,,,
"Lower end of right femur.,",femur,,,,,,,,,,,,,,
"Lower end of right fibula,",fibula,,,,,,,,,,,,,,
"Lower end of right humerus,",Humerus,,,,,,,,,,,,,,
"Lower end of right radius,",radius,,,,,,,,,,,,,,
"Lower end of right tibia,",tibia,,,,,,,,,,,,,,
"Lower end of the femur,",femur,,,,,,,,,,,,,,
"Lower end of the radius,",radius,,,,,,,,,,,,,,
"Lower end of tibia,",tibia,,,,,,,,,,,,,,
"Lower end of ulna,",ulna,,,,,,,,,,,,,,
"Lower end of unspecified femur,",femur,,,,,,,,,,,,,,
"Lower end of unspecified fibula,",fibula,,,,,,,,,,,,,,
"Lower end of unspecified humerus,",Humerus,,,,,,,,,,,,,,
"Lower end of unspecified radius,",radius,,,,,,,,,,,,,,
"Lower end of unspecified radius.,",radius,,,,,,,,,,,,,,
"Lower end of unspecified tibia,",tibia,,,,,,,,,,,,,,
"Lower end of unspecified ulna,",ulna,,,,,,,,,,,,,,
"Lower end of unspecified ulna.,",ulna,,,,,,,,,,,,,,
"Lower extremities,",Extremities,,,,,,,,,,,,,,
"Lower extremity,",Lower Extremity,,,,,,,,,,,,,,
"Lower extremity.,",Lower Extremity,,,,,,,,,,,,,,
"Lower eyelid,",eye,,,,,,,,,,,,,,
"Lower femur,",femur,,,,,,,,,,,,,,
"Lower gastrointestinal system,",Mouth,Esophagus,Stomach,Small Intestine,Liver,Gallbladder,Pancreas,Large Intestine,Rectum,Anus,,,,,
"Lower genitourinary tract,",kidneys,ureters,uniray bladder,urethra,,,,,,,,,,,
"Lower gum,",Gum,,,,,,,,,,,,,,
"Lower jaw bone,",jaw,,,,,,,,,,,,,,
"Lower leg,",Legs,,,,,,,,,,,,,,
"Lower leg and foot,",Legs,Foot,,,,,,,,,,,,,
"Lower leg.,",Legs,,,,,,,,,,,,,,
"Lower legs and feet,",Legs,,,,,,,,,,,,,,
"Lower limb,",Lower limb,,,,,,,,,,,,,,
"Lower limb - Left leg,",Lower limb,,,,,,,,,,,,,,
"Lower limb, including hip.,",hips,,,,,,,,,,,,,,
